QuestionID,ParticipantID,Answer,Time,QuestionNo,QuestionID,CorrectAnswer,Hypothesis,ParticipantID,Age,Gender,Profession,Education
H3D4T2,264,0.75,116.7,9,H3D4T2,0.75,3,264,40,Male,Full-Time Employment,Undergraduate
H3D16B,264,1.35,75.464,10,H3D16B,0.75,3,264,40,Male,Full-Time Employment,Undergraduate
H1C4R15SB,265,Angus,46.226,2,H1C4R15SB,Angus,1,265,66,Female,Full-Time Employment,High School
H1C2R5SB,265,Kenan,17.998,3,H1C2R5SB,Kenan,1,265,66,Female,Full-Time Employment,High School
H1C4R10ST,265,Nillie,17.423,4,H1C4R10ST,Nillie,1,265,66,Female,Full-Time Employment,High School
H1C1R20DT,265,108,9.931,5,H1C1R20DT,108,1,265,66,Female,Full-Time Employment,High School
H3D1B,264,1.3,299.168,11,H3D1B,0.75,3,264,40,Male,Full-Time Employment,Undergraduate
H1C4R20DT,265,74,9.08,6,H1C4R20DT,74,1,265,66,Female,Full-Time Employment,High School
H1C2R15DB,265,70,15.307,7,H1C2R15DB,69,1,265,66,Female,Full-Time Employment,High School
H3D8B,264,1.98,33.75,12,H3D8B,0.5,3,264,40,Male,Full-Time Employment,Undergraduate
H1C2R20ST,265,Maria,17.718,8,H1C2R20ST,Maria,1,265,66,Female,Full-Time Employment,High School
H1C1R5DB,265,45,10.177,9,H1C1R5DB,46,1,265,66,Female,Full-Time Employment,High School
H1C2R10DT,265,79,12.26,10,H1C2R10DT,79,1,265,66,Female,Full-Time Employment,High School
H1C1R10ST,265,Nancy,13.972,11,H1C1R10ST,Nancy,1,265,66,Female,Full-Time Employment,High School
H1C4R5DB,265,98,28.343,12,H1C4R5DB,93,1,265,66,Female,Full-Time Employment,High School
H3D4B4,266,1.5,190.277,1,H3D4B4,1.5,3,266,45,Male,Full-Time Employment,Undergraduate
H1C4R10ST,267,Nillie,62.509,1,H1C4R10ST,Nillie,1,267,40,Male,Full-Time Student,Postgraduate
H3D0B3,266,0.5,67.56,2,H3D0B3,0.5,3,266,45,Male,Full-Time Employment,Undergraduate
H1C2R20ST,267,Maria,40.031,2,H1C2R20ST,Maria,1,267,40,Male,Full-Time Student,Postgraduate
H1C2R10DT,267,79,18.711,3,H1C2R10DT,79,1,267,40,Male,Full-Time Student,Postgraduate
H3D1B3,266,0.5,70.599,3,H3D1B3,0.5,3,266,45,Male,Full-Time Employment,Undergraduate
H1C1R15SB,267,Paigo,47.384,4,H1C1R15SB,Paige,1,267,40,Male,Full-Time Student,Postgraduate
H1C4R15SB,267,Angus,36.653,5,H1C4R15SB,Angus,1,267,40,Male,Full-Time Student,Postgraduate
H1C4R20DT,267,74,13.701,6,H1C4R20DT,74,1,267,40,Male,Full-Time Student,Postgraduate
H1C2R5SB,267,Kenan,30.89,7,H1C2R5SB,Kenan,1,267,40,Male,Full-Time Student,Postgraduate
H1C4R5DB,267,48,17.366,8,H1C4R5DB,93,1,267,40,Male,Full-Time Student,Postgraduate
H1C1R20DT,267,108,18.936,9,H1C1R20DT,108,1,267,40,Male,Full-Time Student,Postgraduate
H1C1R5DB,267,48,12.854,10,H1C1R5DB,46,1,267,40,Male,Full-Time Student,Postgraduate
H1C2R15DB,267,70,29.643,11,H1C2R15DB,69,1,267,40,Male,Full-Time Student,Postgraduate
H1C1R10ST,267,Nancy,20.49,12,H1C1R10ST,Nancy,1,267,40,Male,Full-Time Student,Postgraduate
H1C4R10ST,268,Nillie,38.297,1,H1C4R10ST,Nillie,1,268,47,Female,Full-Time Employment,Undergraduate
H1C1R20DT,268,108,14.093,2,H1C1R20DT,108,1,268,47,Female,Full-Time Employment,Undergraduate
H1C1R5DB,268,48,61.356,3,H1C1R5DB,46,1,268,47,Female,Full-Time Employment,Undergraduate
H1C4R5DB,268,98,46.515,4,H1C4R5DB,93,1,268,47,Female,Full-Time Employment,Undergraduate
H1C4R20DT,268,74,21.004,5,H1C4R20DT,74,1,268,47,Female,Full-Time Employment,Undergraduate
H1C1R10ST,268,Nancy,12.453,6,H1C1R10ST,Nancy,1,268,47,Female,Full-Time Employment,Undergraduate
H3D4T3,267,01:02,220.219,1,H3D4T3,0.5,3,267,40,Male,Full-Time Student,Postgraduate
H1C2R5SB,268,Kenan,35.577,7,H1C2R5SB,Kenan,1,268,47,Female,Full-Time Employment,Undergraduate
H3D0B3,267,01:02,39.501,2,H3D0B3,0.5,3,267,40,Male,Full-Time Student,Postgraduate
H1C2R10DT,268,79,12.767,8,H1C2R10DT,79,1,268,47,Female,Full-Time Employment,Undergraduate
H1C2R20ST,268,Maria,18.309,9,H1C2R20ST,Maria,1,268,47,Female,Full-Time Employment,Undergraduate
H3D0T4,267,03:01,22.42,3,H3D0T4,3,3,267,40,Male,Full-Time Student,Postgraduate
H1C1R15SB,268,Paige,42.655,10,H1C1R15SB,Paige,1,268,47,Female,Full-Time Employment,Undergraduate
H3D1B3,267,01:02,49.977,4,H3D1B3,0.5,3,267,40,Male,Full-Time Student,Postgraduate
H3D2T4,267,03:04,26.027,5,H3D2T4,0.75,3,267,40,Male,Full-Time Student,Postgraduate
H1C2R15DB,268,70,42.871,11,H1C2R15DB,69,1,268,47,Female,Full-Time Employment,Undergraduate
H3D1T4,267,03:02,30.151,6,H3D1T4,1.5,3,267,40,Male,Full-Time Student,Postgraduate
H1C4R15SB,268,Angus,73.365,12,H1C4R15SB,Angus,1,268,47,Female,Full-Time Employment,Undergraduate
H3D4B4,267,08:05,66.881,7,H3D4B4,1.5,3,267,40,Male,Full-Time Student,Postgraduate
H3D8T4,267,03:01,86.169,8,H3D8T4,3,3,267,40,Male,Full-Time Student,Postgraduate
H3D16B3,267,01:02,84.493,9,H3D16B3,0.5,3,267,40,Male,Full-Time Student,Postgraduate
H3D2B3,267,03:01,52.795,10,H3D2B3,3,3,267,40,Male,Full-Time Student,Postgraduate
H3D8B3,267,05:07,111.76,11,H3D8B3,0.75,3,267,40,Male,Full-Time Student,Postgraduate
H3D16T4,267,03:02,31.179,12,H3D16T4,1.5,3,267,40,Male,Full-Time Student,Postgraduate
H1C4R15SB,269,Angus,68.002,1,H1C4R15SB,Angus,1,269,45,Male,Full-Time Employment,Undergraduate
H1C2R20ST,269,Maria,16.837,2,H1C2R20ST,Maria,1,269,45,Male,Full-Time Employment,Undergraduate
H1C4R20DT,269,74,19.445,3,H1C4R20DT,74,1,269,45,Male,Full-Time Employment,Undergraduate
H1C4R5DB,269,90,24.381,4,H1C4R5DB,93,1,269,45,Male,Full-Time Employment,Undergraduate
H1C2R10DT,269,79,16.631,5,H1C2R10DT,79,1,269,45,Male,Full-Time Employment,Undergraduate
H1C4R10ST,269,Nillie,25.719,6,H1C4R10ST,Nillie,1,269,45,Male,Full-Time Employment,Undergraduate
H1C1R15SB,269,Paige,34.263,7,H1C1R15SB,Paige,1,269,45,Male,Full-Time Employment,Undergraduate
H1C2R5SB,269,Kenan,15.494,8,H1C2R5SB,Kenan,1,269,45,Male,Full-Time Employment,Undergraduate
H1C1R20DT,269,108,13.137,9,H1C1R20DT,108,1,269,45,Male,Full-Time Employment,Undergraduate
H1C1R10ST,269,Nancy,14.152,10,H1C1R10ST,Nancy,1,269,45,Male,Full-Time Employment,Undergraduate
H1C1R5DB,269,45,16.304,11,H1C1R5DB,46,1,269,45,Male,Full-Time Employment,Undergraduate
H1C2R15DB,269,70,25.605,12,H1C2R15DB,69,1,269,45,Male,Full-Time Employment,Undergraduate
H3D1T,270,87/116,34.95,1,H3D1T,0.75,3,270,31,Female,Full-Time Employment,Undergraduate
H3D4T,270,72/24,10.222,2,H3D4T,3,3,270,31,Female,Full-Time Employment,Undergraduate
H3D1B2,270,100/30,14.426,3,H3D1B2,3,3,270,31,Female,Full-Time Employment,Undergraduate
H3D8B2,270,48/71,23.356,4,H3D8B2,1.5,3,270,31,Female,Full-Time Employment,Undergraduate
H3D2T,270,72/48,13.708,5,H3D2T,1.5,3,270,31,Female,Full-Time Employment,Undergraduate
H3D2B2,270,40/80,17.282,6,H3D2B2,0.5,3,270,31,Female,Full-Time Employment,Undergraduate
H3D4B2,270,78/95,14.845,7,H3D4B2,0.75,3,270,31,Female,Full-Time Employment,Undergraduate
H3D8T,270,57/114,7.439,8,H3D8T,0.5,3,270,31,Female,Full-Time Employment,Undergraduate
H3D16T,270,48/64,8.424,9,H3D16T,0.75,3,270,31,Female,Full-Time Employment,Undergraduate
H3D0T,270,60/80,8.532,10,H3D0T,0.75,3,270,31,Female,Full-Time Employment,Undergraduate
H3D0B2,270,47/32,11.008,11,H3D0B2,1.5,3,270,31,Female,Full-Time Employment,Undergraduate
H3D16B2,270,108/46,12.087,12,H3D16B2,3,3,270,31,Female,Full-Time Employment,Undergraduate
H3D8B3,272,58:78,30.778,1,H3D8B3,0.75,3,272,26,Male,Full-Time Employment,Undergraduate
H3D4B4,272,81:55:00,14.784,2,H3D4B4,1.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D2T4,272,03:04,19.207,3,H3D2T4,0.75,3,272,26,Male,Full-Time Employment,Undergraduate
H3D0B3,272,01:02,14.842,4,H3D0B3,0.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D0T4,272,03:01,13.62,5,H3D0T4,3,3,272,26,Male,Full-Time Employment,Undergraduate
H3D8T4,272,03:01,18.756,6,H3D8T4,3,3,272,26,Male,Full-Time Employment,Undergraduate
H3D2B3,272,03:01,23.303,7,H3D2B3,3,3,272,26,Male,Full-Time Employment,Undergraduate
H3D8B,272,1.03,139.372,1,H3D8B,0.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D4T3,272,01:02,15.585,8,H3D4T3,0.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D1T4,272,03:02,13.526,9,H3D1T4,1.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D1B3,272,01:02,12.249,10,H3D1B3,0.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D16B3,272,01:02,11.627,11,H3D16B3,0.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D16T4,272,03:02,17.306,12,H3D16T4,1.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D16T2,272,3,73.668,2,H3D16T2,3,3,272,26,Male,Full-Time Employment,Undergraduate
H1C4R10ST,273,Nillie,8.025,1,H1C4R10ST,Nillie,1,273,31,Male,Full-Time Employment,Undergraduate
H1C1R10ST,273,Nancy,4.924,2,H1C1R10ST,Nancy,1,273,31,Male,Full-Time Employment,Undergraduate
H1C4R20DT,273,$74,14.097,3,H1C4R20DT,74,1,273,31,Male,Full-Time Employment,Undergraduate
H1C1R15SB,273,Paige,20.966,4,H1C1R15SB,Paige,1,273,31,Male,Full-Time Employment,Undergraduate
H1C1R20DT,273,$108,4.622,5,H1C1R20DT,108,1,273,31,Male,Full-Time Employment,Undergraduate
H1C1R5DB,273,$46,10.31,6,H1C1R5DB,46,1,273,31,Male,Full-Time Employment,Undergraduate
H1C4R5DB,273,$95,18.477,7,H1C4R5DB,93,1,273,31,Male,Full-Time Employment,Undergraduate
H1C2R10DT,273,$79,7.052,8,H1C2R10DT,79,1,273,31,Male,Full-Time Employment,Undergraduate
H1C2R15DB,273,$64,11.445,9,H1C2R15DB,69,1,273,31,Male,Full-Time Employment,Undergraduate
H1C4R15SB,273,Angus,17.089,10,H1C4R15SB,Angus,1,273,31,Male,Full-Time Employment,Undergraduate
H1C2R5SB,273,Kenan,8.01,11,H1C2R5SB,Kenan,1,273,31,Male,Full-Time Employment,Undergraduate
H1C2R20ST,273,Maria,7.124,12,H1C2R20ST,Maria,1,273,31,Male,Full-Time Employment,Undergraduate
H3D1B,272,03:04,289.414,3,H3D1B,0.75,3,272,26,Male,Full-Time Employment,Undergraduate
H3D2B2,274,01:02,21.05,1,H3D2B2,0.5,3,274,25,Female,Unemployed,Undergraduate
H3D4B,272,03:01,88.397,4,H3D4B,3,3,272,26,Male,Full-Time Employment,Undergraduate
H3D2T,274,03:02,45.809,2,H3D2T,1.5,3,274,25,Female,Unemployed,Undergraduate
H3D0T,274,03:04,15.768,3,H3D0T,0.75,3,274,25,Female,Unemployed,Undergraduate
H3D0B,272,03:04,40.42,5,H3D0B,0.75,3,272,26,Male,Full-Time Employment,Undergraduate
H3D16B2,274,10:03,34.055,4,H3D16B2,3,3,274,25,Female,Unemployed,Undergraduate
H3D1T,274,03:04,26.913,5,H3D1T,0.75,3,274,25,Female,Unemployed,Undergraduate
H3D16T,274,03:04,14.689,6,H3D16T,0.75,3,274,25,Female,Unemployed,Undergraduate
H3D1B2,274,03:01,40.393,7,H3D1B2,3,3,274,25,Female,Unemployed,Undergraduate
H3D4B2,274,03:04,15.064,8,H3D4B2,0.75,3,274,25,Female,Unemployed,Undergraduate
H3D2B,272,03:02,129.575,6,H3D2B,1.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D8T,274,01:02,8.529,9,H3D8T,0.5,3,274,25,Female,Unemployed,Undergraduate
H3D8B2,274,03:02,20.479,10,H3D8B2,1.5,3,274,25,Female,Unemployed,Undergraduate
H3D8T2,272,03:02,27.867,7,H3D8T2,1.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D1T2,272,03:01,15.806,8,H3D1T2,3,3,272,26,Male,Full-Time Employment,Undergraduate
H3D4T,274,03:01,20.011,11,H3D4T,3,3,274,25,Female,Unemployed,Undergraduate
H3D0B2,274,04:03,8.599,12,H3D0B2,1.5,3,274,25,Female,Unemployed,Undergraduate
H3D16B,272,03:04,51.554,9,H3D16B,0.75,3,272,26,Male,Full-Time Employment,Undergraduate
H3D2T2,272,01:02,19.392,10,H3D2T2,0.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D4T2,272,03:04,22.794,11,H3D4T2,0.75,3,272,26,Male,Full-Time Employment,Undergraduate
H3D0T2,272,03:02,18.914,12,H3D0T2,1.5,3,272,26,Male,Full-Time Employment,Undergraduate
H3D2T3,275,70,69.477,1,H3D2T3,3,3,275,46,Male,Full-Time Employment,Undergraduate
H1C2R10DB,276,$79,41.687,1,H1C2R10DB,$79,1,276,26,Male,Full-Time Employment,Undergraduate
H1C1R20DB,276,$108,30.602,2,H1C1R20DB,108,1,276,26,Male,Full-Time Employment,Undergraduate
H1C2R5ST,276,Kenan,28.894,3,H1C2R5ST,Kenan,1,276,26,Male,Full-Time Employment,Undergraduate
H1C2R15DT,276,$69,17.85,4,H1C2R15DT,69,1,276,26,Male,Full-Time Employment,Undergraduate
H1C4R10SB,276,Nillie,42.432,5,H1C4R10SB,Nillie,1,276,26,Male,Full-Time Employment,Undergraduate
H1C2R20SB,276,Maria,29.063,6,H1C2R20SB,Maria,1,276,26,Male,Full-Time Employment,Undergraduate
H1C4R15ST,276,Angus,17.08,7,H1C4R15ST,Angus,1,276,26,Male,Full-Time Employment,Undergraduate
H1C1R15ST,276,Paige,8.02,8,H1C1R15ST,Paige,1,276,26,Male,Full-Time Employment,Undergraduate
H1C4R5DT,276,$93,16.202,9,H1C4R5DT,93,1,276,26,Male,Full-Time Employment,Undergraduate
H1C1R10SB,276,Nancy,17.299,10,H1C1R10SB,Nancy,1,276,26,Male,Full-Time Employment,Undergraduate
H1C4R20DB,276,$54,40.094,11,H1C4R20DB,74,1,276,26,Male,Full-Time Employment,Undergraduate
H1C1R5DT,276,$46,11.861,12,H1C1R5DT,46,1,276,26,Male,Full-Time Employment,Undergraduate
H3D4B4,277,30,22.697,1,H3D4B4,1.5,3,277,29,Male,Full-Time Employment,Undergraduate
H3D4T3,277,54,19.663,2,H3D4T3,0.5,3,277,29,Male,Full-Time Employment,Undergraduate
H3D2T4,277,-12,18.386,3,H3D2T4,0.75,3,277,29,Male,Full-Time Employment,Undergraduate
H3D8T4,277,76,30.131,4,H3D8T4,3,3,277,29,Male,Full-Time Employment,Undergraduate
H3D0B3,277,-31,21.221,5,H3D0B3,0.5,3,277,29,Male,Full-Time Employment,Undergraduate
H3D0T4,277,64,21.103,6,H3D0T4,3,3,277,29,Male,Full-Time Employment,Undergraduate
H3D8B3,277,26,53.498,7,H3D8B3,0.75,3,277,29,Male,Full-Time Employment,Undergraduate
H3D1B3,277,-52,18.066,8,H3D1B3,0.5,3,277,29,Male,Full-Time Employment,Undergraduate
H3D2B3,277,76,18.524,9,H3D2B3,3,3,277,29,Male,Full-Time Employment,Undergraduate
H3D1T4,277,40,12.84,10,H3D1T4,1.5,3,277,29,Male,Full-Time Employment,Undergraduate
H3D16B3,277,-50,12.097,11,H3D16B3,0.5,3,277,29,Male,Full-Time Employment,Undergraduate
H3D16T4,277,32,17.225,12,H3D16T4,1.5,3,277,29,Male,Full-Time Employment,Undergraduate
H3D0T4,278,03:01,110.376,1,H3D0T4,3,3,278,34,Female,Full-Time Student,Undergraduate
H3D1T4,278,04:02,20.121,2,H3D1T4,1.5,3,278,34,Female,Full-Time Student,Undergraduate
H3D4B4,278,03:02,20.361,3,H3D4B4,1.5,3,278,34,Female,Full-Time Student,Undergraduate
H1C2R15DT,280,69,11.682,1,H1C2R15DT,69,1,280,37,Male,Full-Time Employment,Postgraduate
H1C1R20DB,280,108,10.275,2,H1C1R20DB,108,1,280,37,Male,Full-Time Employment,Postgraduate
H1C4R10SB,280,Nillie,15.701,3,H1C4R10SB,Nillie,1,280,37,Male,Full-Time Employment,Postgraduate
H1C1R15ST,280,Paige,8.83,4,H1C1R15ST,Paige,1,280,37,Male,Full-Time Employment,Postgraduate
H1C2R20SB,280,Kenan,32.906,5,H1C2R20SB,Maria,1,280,37,Male,Full-Time Employment,Postgraduate
H1C4R20DB,280,75,22.164,6,H1C4R20DB,74,1,280,37,Male,Full-Time Employment,Postgraduate
H1C2R5ST,280,Kenan,6.332,7,H1C2R5ST,Kenan,1,280,37,Male,Full-Time Employment,Postgraduate
H1C4R5DT,280,93,7.683,8,H1C4R5DT,93,1,280,37,Male,Full-Time Employment,Postgraduate
H1C2R10DB,280,78,6.813,9,H1C2R10DB,$79,1,280,37,Male,Full-Time Employment,Postgraduate
H1C1R10SB,280,Nancy,13.156,10,H1C1R10SB,Nancy,1,280,37,Male,Full-Time Employment,Postgraduate
H1C1R5DT,280,46,5.816,11,H1C1R5DT,46,1,280,37,Male,Full-Time Employment,Postgraduate
H1C4R15ST,280,Angus,7.293,12,H1C4R15ST,Angus,1,280,37,Male,Full-Time Employment,Postgraduate
H3D2B4,281,03:05,36.866,1,H3D2B4,0.75,3,281,26,Female,Full-Time Employment,Undergraduate
H3D8B,282,58,88.011,1,H3D8B,0.5,3,282,33,Male,Full-Time Employment,Undergraduate
H3D16T2,282,01-Mar,87.769,2,H3D16T2,3,3,282,33,Male,Full-Time Employment,Undergraduate
H3D16B,282,45,26.761,3,H3D16B,0.75,3,282,33,Male,Full-Time Employment,Undergraduate
H1C2R10DT,284,79$,15.233,1,H1C2R10DT,79,1,284,50,Male,Full-Time Employment,Undergraduate
H1C1R10ST,284,Nancy,13.796,2,H1C1R10ST,Nancy,1,284,50,Male,Full-Time Employment,Undergraduate
H1C2R5SB,284,Kenan,21.521,3,H1C2R5SB,Kenan,1,284,50,Male,Full-Time Employment,Undergraduate
H1C4R15SB,284,Angus,28.607,4,H1C4R15SB,Angus,1,284,50,Male,Full-Time Employment,Undergraduate
H1C4R20DT,284,74$,17.555,5,H1C4R20DT,74,1,284,50,Male,Full-Time Employment,Undergraduate
H1C1R20DT,284,108$,13,6,H1C1R20DT,108,1,284,50,Male,Full-Time Employment,Undergraduate
H1C1R15SB,284,Paige,14.343,7,H1C1R15SB,Paige,1,284,50,Male,Full-Time Employment,Undergraduate
H1C2R15DB,284,68,34.823,8,H1C2R15DB,69,1,284,50,Male,Full-Time Employment,Undergraduate
H1C1R5DB,284,52,20.309,9,H1C1R5DB,46,1,284,50,Male,Full-Time Employment,Undergraduate
H1C4R5DB,284,92,23.777,10,H1C4R5DB,93,1,284,50,Male,Full-Time Employment,Undergraduate
H1C2R20ST,284,Maria,12.704,11,H1C2R20ST,Maria,1,284,50,Male,Full-Time Employment,Undergraduate
H1C4R10ST,284,Nillie,12.435,12,H1C4R10ST,Nillie,1,284,50,Male,Full-Time Employment,Undergraduate
H3D1B4,285,1.5,42.647,1,H3D1B4,1.5,3,285,50,Male,Full-Time Employment,Undergraduate
H3D8B4,285,3,42.681,2,H3D8B4,3,3,285,50,Male,Full-Time Employment,Undergraduate
H3D16B4,285,1.5,36.515,3,H3D16B4,1.5,3,285,50,Male,Full-Time Employment,Undergraduate
H3D16T3,285,0.5,15.507,4,H3D16T3,0.5,3,285,50,Male,Full-Time Employment,Undergraduate
H3D0T3,285,0.5,23.406,5,H3D0T3,0.5,3,285,50,Male,Full-Time Employment,Undergraduate
H3D2T3,285,3,31.229,6,H3D2T3,3,3,285,50,Male,Full-Time Employment,Undergraduate
H3D4B3,285,0.5,28.734,7,H3D4B3,0.5,3,285,50,Male,Full-Time Employment,Undergraduate
H3D4T4,285,1.5,31.853,8,H3D4T4,1.5,3,285,50,Male,Full-Time Employment,Undergraduate
H3D2B4,285,0.75,69.422,9,H3D2B4,0.75,3,285,50,Male,Full-Time Employment,Undergraduate
H3D1T3,285,0.5,18.799,10,H3D1T3,0.5,3,285,50,Male,Full-Time Employment,Undergraduate
H3D8T3,285,0.75,45.461,11,H3D8T3,0.75,3,285,50,Male,Full-Time Employment,Undergraduate
H3D0B4,285,3,34.046,12,H3D0B4,3,3,285,50,Male,Full-Time Employment,Undergraduate
H3D0T3,286,29:30:00,30.932,1,H3D0T3,0.5,3,286,39,Female,Full-Time Student,Undergraduate
H3D16B4,286,13:19,33.726,2,H3D16B4,1.5,3,286,39,Female,Full-Time Student,Undergraduate
H3D16T3,288,50%,26.356,1,H3D16T3,0.5,3,288,54,Female,Full-Time Student,Undergraduate
H3D8B4,288,115/35,44.058,2,H3D8B4,3,3,288,54,Female,Full-Time Student,Undergraduate
H3D0T3,288,01:02,13.068,3,H3D0T3,0.5,3,288,54,Female,Full-Time Student,Undergraduate
H3D8T3,288,57:76,16.157,4,H3D8T3,0.75,3,288,54,Female,Full-Time Student,Undergraduate
H3D4B3,288,55:107,32.855,5,H3D4B3,0.5,3,288,54,Female,Full-Time Student,Undergraduate
H3D4T4,288,03:02,29.849,6,H3D4T4,1.5,3,288,54,Female,Full-Time Student,Undergraduate
H3D2B4,288,35:48:00,23.263,7,H3D2B4,0.75,3,288,54,Female,Full-Time Student,Undergraduate
H3D16B4,288,90:65,27.636,8,H3D16B4,1.5,3,288,54,Female,Full-Time Student,Undergraduate
H3D1B4,288,03:02,42.002,9,H3D1B4,1.5,3,288,54,Female,Full-Time Student,Undergraduate
H3D2T3,288,03:01,31.111,10,H3D2T3,3,3,288,54,Female,Full-Time Student,Undergraduate
H3D1T3,288,01:02,12.117,11,H3D1T3,0.5,3,288,54,Female,Full-Time Student,Undergraduate
H3D0B4,288,19:16,32.847,12,H3D0B4,3,3,288,54,Female,Full-Time Student,Undergraduate
H1C1R10SB,289,Nancy,17.773,1,H1C1R10SB,Nancy,1,289,54,Male,Full-Time Student,Undergraduate
H1C4R5DT,289,93,9.431,2,H1C4R5DT,93,1,289,54,Male,Full-Time Student,Undergraduate
H1C4R10SB,289,Nillie,34.825,3,H1C4R10SB,Nillie,1,289,54,Male,Full-Time Student,Undergraduate
H3D1B,290,87,52.223,1,H3D1B,0.75,3,290,55,Female,Part-Time Employment,High School
H1C2R20SB,289,Keenan,20.611,4,H1C2R20SB,Maria,1,289,54,Male,Full-Time Student,Undergraduate
H1C2R15DT,289,69,10.113,5,H1C2R15DT,69,1,289,54,Male,Full-Time Student,Undergraduate
H1C4R15ST,289,Angus,9.14,6,H1C4R15ST,Angus,1,289,54,Male,Full-Time Student,Undergraduate
H1C1R15ST,289,Paige,7.182,7,H1C1R15ST,Paige,1,289,54,Male,Full-Time Student,Undergraduate
H1C1R5DT,289,46,5.735,8,H1C1R5DT,46,1,289,54,Male,Full-Time Student,Undergraduate
H3D0T2,290,12,61.715,2,H3D0T2,1.5,3,290,55,Female,Part-Time Employment,High School
H1C4R20DB,289,75,22.006,9,H1C4R20DB,74,1,289,54,Male,Full-Time Student,Undergraduate
H1C1R20DB,289,108,18.253,10,H1C1R20DB,108,1,289,54,Male,Full-Time Student,Undergraduate
H3D16T2,290,82,29.727,3,H3D16T2,3,3,290,55,Female,Part-Time Employment,High School
H1C2R5ST,289,Keenan,10.529,11,H1C2R5ST,Kenan,1,289,54,Male,Full-Time Student,Undergraduate
H1C2R10DB,289,80,14.634,12,H1C2R10DB,$79,1,289,54,Male,Full-Time Student,Undergraduate
H3D16B,290,75,50.05,4,H3D16B,0.75,3,290,55,Female,Part-Time Employment,High School
H3D8B2,291,1.4,19.879,1,H3D8B2,1.5,3,291,37,Male,Full-Time Employment,Postgraduate
H3D16T,291,0.75,14.509,2,H3D16T,0.75,3,291,37,Male,Full-Time Employment,Postgraduate
H3D4B2,291,0.67,15.615,3,H3D4B2,0.75,3,291,37,Male,Full-Time Employment,Postgraduate
H3D8T,291,0.5,6.01,4,H3D8T,0.5,3,291,37,Male,Full-Time Employment,Postgraduate
H3D1T,291,0.75,12.144,5,H3D1T,0.75,3,291,37,Male,Full-Time Employment,Postgraduate
H3D2T,291,1.5,15.654,6,H3D2T,1.5,3,291,37,Male,Full-Time Employment,Postgraduate
H3D2B2,291,0.6,15.999,7,H3D2B2,0.5,3,291,37,Male,Full-Time Employment,Postgraduate
H3D0B2,291,1.4,12.761,8,H3D0B2,1.5,3,291,37,Male,Full-Time Employment,Postgraduate
H3D0T,291,0.75,7.586,9,H3D0T,0.75,3,291,37,Male,Full-Time Employment,Postgraduate
H3D16B2,291,3.5,10.657,10,H3D16B2,3,3,291,37,Male,Full-Time Employment,Postgraduate
H3D1B2,291,3,8.199,11,H3D1B2,3,3,291,37,Male,Full-Time Employment,Postgraduate
H3D4T,291,3,9.477,12,H3D4T,3,3,291,37,Male,Full-Time Employment,Postgraduate
H1C4R20DT,292,74,28.638,1,H1C4R20DT,74,1,292,44,Female,Part-Time Employment,Undergraduate
H1C4R15SB,292,Angus,48.581,2,H1C4R15SB,Angus,1,292,44,Female,Part-Time Employment,Undergraduate
H1C2R15DB,292,65,59.461,3,H1C2R15DB,69,1,292,44,Female,Part-Time Employment,Undergraduate
H1C2R10DT,292,79,16.852,4,H1C2R10DT,79,1,292,44,Female,Part-Time Employment,Undergraduate
H1C4R5DB,292,90,34.611,5,H1C4R5DB,93,1,292,44,Female,Part-Time Employment,Undergraduate
H1C4R10ST,292,Nillie,40.468,6,H1C4R10ST,Nillie,1,292,44,Female,Part-Time Employment,Undergraduate
H1C1R10ST,292,Nancy,19.992,7,H1C1R10ST,Nancy,1,292,44,Female,Part-Time Employment,Undergraduate
H1C2R5SB,292,Keman,34.11,8,H1C2R5SB,Kenan,1,292,44,Female,Part-Time Employment,Undergraduate
H1C1R5DB,292,45,42.19,9,H1C1R5DB,46,1,292,44,Female,Part-Time Employment,Undergraduate
H1C1R20DT,292,108,20.235,10,H1C1R20DT,108,1,292,44,Female,Part-Time Employment,Undergraduate
H1C2R20ST,292,Maria,32.418,11,H1C2R20ST,Maria,1,292,44,Female,Part-Time Employment,Undergraduate
H1C1R15SB,292,Paige,45.857,12,H1C1R15SB,Paige,1,292,44,Female,Part-Time Employment,Undergraduate
H1C4R15ST,293,Angus,19.544,1,H1C4R15ST,Angus,1,293,41,Male,Full-Time Employment,High School
H1C2R10DB,293,$79,29.339,2,H1C2R10DB,$79,1,293,41,Male,Full-Time Employment,High School
H1C1R20DB,293,$108,23.985,3,H1C1R20DB,108,1,293,41,Male,Full-Time Employment,High School
H1C4R5DT,293,$93,12.065,4,H1C4R5DT,93,1,293,41,Male,Full-Time Employment,High School
H1C4R20DB,293,$75,55.322,5,H1C4R20DB,74,1,293,41,Male,Full-Time Employment,High School
